tokens,tags
"['খুলনার', 'কয়রা', 'উপজেলার', 'উত্তর', 'বেদকাশী', 'ইউনিয়নে', 'দুষ্কৃতকারীরা', 'গত', 'সোমবার', 'রাত', '১২টার', 'দিকে', 'ইউনিয়ন', 'আওয়ামী', 'লীগের', 'কার্যালয়সহ', 'একটি', 'হিন্দু', 'পরিবারের', 'বসতঘর', 'ও', 'একটি', 'দোকানঘর', 'পুড়িয়ে', 'দিয়েছে', '।']","['B-LOC', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ভুক্তভোগী', 'ও', 'এলাকাবাসী', 'সূত্রে', 'জানা', 'গেছে', ',', 'রাত', '১২টার', 'দিকে', 'অজ্ঞাত', 'দুষ্কৃতকারীরা', 'ইউনিয়নের', 'কাচারিবাড়ী', 'বাজারে', 'আওয়ামী', 'লীগের', 'কার্যালয়', 'ও', 'পাশে', 'লক্ষ্মী', 'রানী', 'সরকারের', 'চায়ের', 'দোকান', 'ও', 'বসতঘরে', 'আগুন', 'লাগিয়ে', 'দেয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'সময়', 'লক্ষ্মী', 'রানীর', 'চিৎকার', 'শুনে', 'আশপাশের', 'লোকজন', 'এসে', 'আগুন', 'নেভানোর', 'চেষ্টা', 'করেন', '।']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ততক্ষণে', 'ওই', 'কার্যালয়', ',', 'বসতঘর', 'ও', 'দোকানঘরটি', 'ছাই', 'হয়ে', 'যায়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কয়রা', 'থানার', 'পরিদর্শক', '(', 'তদন্ত', ')', 'সুবীর', 'দত্ত', 'বলেন', ',', 'ওই', 'ঘটনায়', 'সন্দেহভাজন', 'হিসেবে', 'এ', 'পর্যন্ত', 'ছয়জনকে', 'আটক', 'করা', 'হয়েছে', '।']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['তবে', 'আগুন', 'লাগানোর', 'কারণ', 'এখনো', 'পরিষ্কার', 'হয়নি', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ছাত্রশিবিরের', 'কর্মী', 'সন্দেহে', 'ছেলে', 'সুমন', 'হোসেনকে', '(', '২৮', ')', 'আটক', 'হতে', 'দেখার', 'পর', 'হূদরোগে', 'আক্রান্ত', 'হয়ে', 'বাবা', 'আজমের', 'আলীর', 'মৃত্যু', 'হয়েছে', '।']","['B-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PER', 'I-PER', 'O', 'O', 'O']"
"['গত', 'সোমবার', 'দিবাগত', 'রাত', 'দুইটার', 'দিকে', 'যশোর', 'সদর', 'উপজেলার', 'নরেন্দ্রপুর', 'গ্রামে', 'এ', 'ঘটনা', 'ঘটে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['বাবার', 'মৃত্যুর', 'খবর', 'পেয়ে', 'পুলিশ', 'গতকাল', 'মঙ্গলবার', 'সকালে', 'সুমন', 'হোসেনকে', 'ছেড়ে', 'দিয়েছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
"['পুলিশ', 'ও', 'স্থানীয়', 'বাসিন্দাদের', 'সূত্রে', 'জানা', 'গেছে', ',', 'সোমবার', 'মধ্যরাতে', 'নরেন্দ্রপুর', 'গ্রামে', 'যৌথ', 'বাহিনীর', 'সদস্যরা', 'অভিযান', 'চালান', '।']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'সময়', 'সুমনসহ', 'ওই', 'এলাকার', 'কয়েকজনকে', 'আটক', 'করা', 'হয়', '।']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ছেলেকে', 'আটক', 'হতে', 'দেখে', 'আমজের', 'আলী', 'হূদরোগে', 'আক্রান্ত', 'হন', '।']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['স্থানীয়', 'চিকিৎসকের', 'কাছে', 'নেওয়া', 'হলে', 'চিকিৎসক', 'তাঁকে', 'মৃত', 'ঘোষণা', 'করেন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['যশোরের', 'পুলিশ', 'সুপার', '(', 'এসপি', ')', 'জয়দেব', 'কুমার', 'ভদ্র', 'জানান', ',', 'ভুল', 'করে', 'সুমনকে', 'আটক', 'করা', 'হয়েছিল', '।']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['পরে', 'আওয়ামী', 'লীগের', 'লোকজনের', 'কাছে', 'সুমনকে', 'ছেড়ে', 'দেওয়া', 'হয়েছে', '।']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['সুমনকে', 'আওয়ামী', 'লীগের', 'কর্মী', 'বলে', 'দাবি', 'করা', 'হয়েছে', '।']","['B-PER', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এসপি', 'জানান', ',', 'বাস', 'পোড়ানোর', 'একটি', 'মামলায়', 'সুমনের', 'চাচাতো', 'ভাই', 'জামায়াতের', 'কর্মী', 'সামাদকে', 'আটক', 'করতে', 'গিয়েছিল', 'যৌথ', 'বাহিনী', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['একই', 'বাড়ি', 'হওয়ায়', 'ভুল', 'করে', 'সুমনকে', 'আটক', 'করা', 'হয়', '।']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['কোতোয়ালি', 'মডেল', 'থানার', 'ওসি', 'এমদাদুল', 'হক', 'শেখ', 'জানান', ',', 'যাচাই-বাছাই', 'শেষে', 'সুমনকে', 'ছেড়ে', 'দেওয়া', 'হয়েছে', '।']","['B-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['বরিশাল', 'বিশ্ববিদ্যালয়', 'শিক্ষক', 'সমিতির', '২০১৪', 'সালের', 'কমিটি', 'গঠন', 'করা', 'হয়েছে', '।']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এক', 'বছরের', 'জন্য', 'গঠিত', 'এই', 'কমিটির', 'সভাপতি', 'হয়েছেন', 'গণিত', 'বিভাগের', 'শফিউল', 'আলম', 'এবং', 'সাধারণ', 'সম্পাদক', 'ইংরেজি', 'বিভাগের', 'মোহাম্মদ', 'তানভীর', 'কায়ছার', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
"['গতকাল', 'মঙ্গলবার', 'দুপুরে', 'ওই', 'কমিটি', 'ঘোষণা', 'করেন', 'বিশ্ববিদ্যালয়ের', 'শিক্ষক', 'প্রধান', 'নির্বাচন', 'কমিশনার', 'মোহাম্মদ', 'সাখাওয়াত', 'হোসেন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
"['কার্যকরী', 'কমিটির', 'সহসভাপতি', 'হয়েছেন', 'আরিফ', 'হোসেন', ',', 'সহসাধারণ', 'সম্পাদক', 'বিজন', 'কৃষ্ণ', 'সাহা', 'এবং', 'কোষাধ্যক্ষ', 'আবদুল', 'কাইউম', '।']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['১৫', 'সদস্যবিশিষ্ট', 'কমিটির', 'সদস্য', 'নির্বাচিত', 'হয়েছেন', 'সাদেকুর', 'রহমান', ',', 'হেনা', 'রানী', 'বিশ্বাস', ',', 'আবদুল্লাহ', 'আল', 'মাসুদ', ',', 'ফাতেমা-তুজ-জোহরা', ',', 'সুজন', 'চন্দ্র', 'পাল', ',', 'তারেক', 'মাহমুদ', ',', 'জ্যোতির্ময়', 'বিশ্বাস', ',', 'রাশেদ', 'মোশাররফ', ',', 'শারমিন', 'আক্তার', 'ও', 'মনিরা', 'বেগম', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']"
"['মাদারীপুরের', 'কালকিনি', 'উপজেলার', 'চরদৌলত', 'খান', 'ইউনিয়নের', 'মাথাভাঙ্গা', 'গ্রামে', 'গতকাল', 'মঙ্গলবার', 'বোমা', 'বিস্ফোরণে', 'তুহিন', 'চৌকিদার', 'নামের', 'একজন', 'নিহত', 'হন', '।']","['B-LOC', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['তিনি', 'ওই', 'গ্রামের', 'শামু', 'চৌকিদারের', 'ছেলে', '।']","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"['ঘটনার', 'সময়', 'তিনি', 'বোমাটি', 'বহন', 'করছিলেন', 'বলে', 'পুলিশ', 'দাবি', 'করেছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এলাকাবাসী', 'ও', 'পুলিশ', 'সূত্রে', 'জানা', 'গেছে', ',', 'গতকাল', 'বেলা', 'দুইটার', 'দিকে', 'উপজেলার', 'সিটিখান', 'উচ্চবিদ্যালয়', 'এলাকা', 'থেকে', 'মাথাভাঙ্গা', 'রাস্তা', 'দিয়ে', 'নিজের', 'বাড়িতে', 'যাচ্ছিলেন', 'তুহিন', '(', '৩৫', ')', '', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'সময়', 'একটি', 'বোমা', 'বিস্ফোরণের', 'শব্দ', 'পেয়ে', 'এলাকাবাসী', 'মাথাভাঙ্গা', 'এলাকায়', 'এসে', 'তুহিনকে', 'গুরুতর', 'আহত', 'অবস্থায়', 'পড়ে', 'থাকতে', 'দেখেন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['পরে', 'তাঁকে', 'স্থানীয়', 'একটি', 'হাসপাতালে', 'নেওয়া', 'হয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['অবস্থার', 'অবনতি', 'হওয়ায়', 'সেখান', 'থেকে', 'তাঁকে', 'বরিশাল', 'শেরেবাংলা', 'মেডিকেল', 'কলেজ', 'হাসপাতালে', 'পাঠানো', 'হয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']"
"['বিকেল', 'সাড়ে', 'পাঁচটার', 'দিকে', 'সেখানে', 'চিকিৎসাধীন', 'অবস্থায়', 'তিনি', 'মারা', 'যান', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['পুলিশ', 'ঘটনাস্থল', 'পরিদর্শন', 'করেছে', '।']","['B-ORG', 'O', 'O', 'O', 'O']"
"['এলাকাবাসী', 'জানান', ',', 'তুহিন', 'চরদৌলত', 'খান', 'ইউনিয়ন', 'পরিষদের', 'সাবেক', 'চেয়ারম্যান', 'আবদুল', 'মান্নান', 'সরদারের', 'সমর্থক', 'ছিলেন', '।']","['O', 'O', 'O', 'B-PER', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']"
"['ইউপি', 'নির্বাচনের', 'পর', 'থেকেই', 'পরাজিত', 'প্রার্থী', 'মান্নান', 'সরদার', 'ও', 'বর্তমান', 'চেয়ারম্যান', 'চান', 'মিয়া', 'শিকদারের', 'সমর্থকদের', 'মধ্যে', 'হামলা-পাল্টাহামলা', 'ও', 'সংঘর্ষের', 'ঘটনা', 'ঘটছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['মান্নান', 'সরদার', 'বলেন', ',', '‘তুহিন', 'আমার', 'লোক', '।']","['B-PER', 'I-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
"['আমার', 'প্রতিপক্ষ', 'বর্তমান', 'চেয়ারম্যান', 'চান', 'মিয়া', 'শিকদারের', 'সমর্থকদের', 'ছোড়া', 'বোমার', 'আঘাতে', 'তুহিনের', 'মৃত্যু', 'হয়েছে।’', 'কালকিনি', 'থানার', 'ভারপ্রাপ্ত', 'কর্মকর্তা', '(', 'ওসি', ')', 'নাজমুল', 'হুদা', 'দাবি', 'করেন', ',', 'তুহিন', 'নিজের', 'বহন', 'করা', 'বোমার', 'বিস্ফোরণে', 'নিহত', 'হয়েছে', '।']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'ঘটনায়', 'মামলা', 'দায়েরের', 'প্রস্তুতি', 'চলছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['জুনিয়র', 'স্কুল', 'সার্টিফিকেট', '(', 'জেএসসি', ')', 'পরীক্ষার', 'ফল', 'ঘোষণা', 'করা', 'হয়', 'গত', '২৯', 'ডিসেম্বর', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['যশোর', 'বোর্ডের', 'ওয়েবসাইটে', 'ওই', 'ফলাফলের', 'তালিকায়', 'দেখানো', 'হয়', 'খুলনার', 'ফুলতলার', 'মিলিটারি', 'কলেজিয়েট', 'স্কুল', 'যশোর', 'বোর্ডে', 'পঞ্চম', 'স্থান', 'লাভ', 'করেছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আর', '৭৩', 'জন', 'পরীক্ষার্থীর', '৭২', 'জন', 'পাস', 'করেছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['বোর্ডের', 'ওয়েবসাইটে', 'দেওয়া', 'এই', 'ফল', '৩০', 'ডিসেম্বর', 'প্রথম', 'আলোয়', 'প্রকাশিত', 'হয়', '।']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']"
"['ওই', 'দিনই', 'এই', 'ফলাফল', 'সংশোধন', 'করে', 'যশোর', 'বোর্ড', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['সেখানে', 'দেখানো', 'হয়েছে', ',', 'মিলিটারি', 'কলেজিয়েট', 'স্কুল', 'যশোর', 'বোর্ডে', 'দ্বিতীয়', 'স্থান', 'লাভ', 'করেছে', '।']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আর', 'আর', '৭৩', 'জন', 'পরীক্ষার্থীর', '৭৩', 'জনই', 'জিপিএ-৫', 'পেয়েছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['মাধ্যমিক', 'ও', 'উচ্চমাধ্যমিক', 'শিক্ষা', 'বোর্ড', 'যশোরের', 'চেয়ারম্যান', 'আমিরুল', 'আলম', 'খান', 'এই', 'ভুলের', 'কথা', 'স্বীকার', 'করেছেন', '।']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-LOC', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['মাদকমুক্ত', 'ও', 'অহিংস', 'বাংলাদেশ', 'গড়ার', 'প্রত্যয়ে', 'গতকাল', 'মঙ্গলবার', 'সকালে', 'পঞ্চগড়ে', 'সাইকেল', 'র\u200c্যালি', 'করেছে', 'পঞ্চগড়', 'সাইক্লিস্ট', '(', 'পিসি', ')', 'নামে', 'একটি', 'সংগঠন', '।']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
"['স্কুল', ',', 'কলেজ', 'ও', 'বিশ্ববিদ্যালয়ের', 'শিক্ষার্থীরা', 'কয়েক', 'দিন', 'ধরে', 'সামাজিক', 'যোগাযোগের', 'মাধ্যম', 'ফেসবুকে', 'এবং', 'শহরে', 'পোস্টার', 'লাগিয়ে', 'প্রচারণা', 'চালিয়ে', 'এই', 'র\u200c্যালির', 'আয়োজন', 'করে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['সরকারি', 'মিলনায়তন', 'চত্বর', 'থেকে', 'র\u200c্যালিটি', 'বের', 'হয়ে', 'দুই', 'ঘণ্টা', 'শহরের', 'গুরুত্বপূর্ণ', 'সড়ক', 'প্রদক্ষিণ', 'করে', 'আবার', 'মিলনায়তনে', 'এসে', 'শেষ', 'হয়', '।']","['B-ORG', 'I-ORG', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এতে', 'শতাধিক', 'শিক্ষার্থী', 'অংশ', 'নেয়', '।']","['O', 'O', 'O', 'O', 'O', 'O']"
"['পঞ্চগড়', 'প্রতিনিধি', 'নীলফামারীর', 'জলঢাকা', 'উপজেলার', 'ঘাটেরপাড়', 'নামক', 'স্থানে', 'গত', 'সোমবার', 'দিবাগত', 'রাতে', 'একটি', 'ব্যক্তিগত', 'গাড়ি', 'পুড়িয়ে', 'দিয়েছে', 'দুর্বৃত্তরা', '।']","['B-LOC', 'O', 'B-LOC', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ঘটনাস্থল', 'থেকে', 'জলঢাকা', 'থানার', 'পুলিশ', 'গতকাল', 'সকালে', 'পুড়ে', 'যাওয়া', 'গাড়িটি', 'থানায়', 'নিয়ে', 'আসে', '।']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['থানার', 'ওসি', 'মনিরুজ্জামান', 'জানান', ',', 'গাড়িটির', 'মালিক', 'দিনাজপুরের', 'আশরাফুল', 'ইসলাম', '।']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O']"
"['রংপুর', 'থেকে', 'পাটগ্রামের', 'উদ্দেশে', 'যাওয়ার', 'পথে', 'দুর্বৃত্তরা', 'গাড়িটিতে', 'আগুন', 'দেয়', '।']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['নীলফামারী', 'প্রতিনিধি', 'নাটোরের', 'লালপুরে', 'জুয়া', 'খেলার', 'অপরাধে', '১২', 'জনকে', 'জরিমানা', 'করেছেন', 'ভ্রাম্যমাণ', 'আদালত', '।']","['B-LOC', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ইউএনও', 'আমিরুল', 'ইসলামের', 'ভ্রাম্যমাণ', 'আদালত', 'গতকাল', 'তাঁদের', 'প্রত্যেককে', '২০০', 'টাকা', 'করে', 'জরিমানা', 'করেন', '।']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['পুলিশ', 'জানায়', ',', 'সোমবার', 'রাতে', 'রহিমপুর', 'বাজারের', 'মদিনা', 'বস্ত্রালয়ে', 'অভিযান', 'চালিয়ে', 'জুয়ার', 'আসর', 'থেকে', 'নহির', ',', 'আবদুল', 'মান্নান', ',', 'আবদুস', 'সালাম', ',', 'কাজিম', ',', 'আলতাফ', ',', 'কামরুল', ',', 'ছিটন', ',', 'মিঠুন', ',', 'আসাদুল', ',', 'মোজামেঞ্চল', ',', 'মন্টু', 'ও', 'আনারুলকে', 'আটক', 'করা', 'হয়', '।']","['B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'I-PER', 'I-PER', 'O', 'I-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['লালপুর', '(', 'নাটোর', ')', 'প্রতিনিধি', 'ব্রাহ্মণবাড়িয়া-২', '(', 'সরাইল-আশুগঞ্জ', ')', 'আসনে', 'নির্বাচন', 'থেকে', 'সরে', 'দাঁড়িয়েছেন', 'আওয়ামী', 'লীগের', 'নেতৃত্বাধীন', '১৪-দলীয়', 'জোটের', 'শরিক', 'জাসদের', '(', 'ইনু', ')', 'প্রার্থী', 'আবু', 'বকর', 'মো', '.', 'ফিরোজ', '।']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'I-PER', 'I-PER', 'B-PER', 'I-PER', 'I-PER', 'O']"
"['গতকাল', 'মঙ্গলবার', 'সকালে', 'সরাইল', 'প্রেসক্লাবে', 'পাঠানো', 'এক', 'চিঠিতে', 'তিনি', 'এ', 'ঘোষণা', 'দেন', '।']","['O', 'O', 'O', 'B-LOC', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ফিরোজ', 'তাঁর', 'পত্রে', 'উল্লেখ', 'করেন', ',', '‘এই', 'নির্বাচনে', 'আমার', 'দল', 'জাসদ', '(', 'ইনু', ')', 'থেকে', 'সিদ্ধান্ত', 'ছিল', 'যে', ',', '১৪', 'দল', 'তথা', 'মহাজোট', 'থেকে', 'নৌকা', 'প্রতীকে', 'আমাকে', 'মনোনয়ন', 'দেওয়া', 'হলে', 'আমি', 'ব্রাহ্মণবাড়িয়া-২', 'আসনে', 'সংসদ', 'সদস্যপদে', 'নির্বাচন', 'করব', '।']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কিন্তু', 'শেষ', 'পর্যন্ত', 'মহাজোট', 'থেকে', 'সেরূপ', 'সিদ্ধান্ত', 'না', 'দেওয়ায়', 'চলতি', 'নির্বাচনে', 'আর', 'প্রার্থী', 'হচ্ছি', 'না।’', 'ব্রাহ্মণবাড়িয়া', 'সদর', 'উপজেলার', 'মজলিশপুর', 'ইউনিয়নের', 'মৈন্দ', 'গ্রামের', 'বাসিন্দা', 'জাসদের', 'নেতা', 'ফিরোজ', 'নির্বাচন', 'থেকে', 'সরে', 'দাঁড়ানোর', 'সত্যতা', 'নিশ্চিত', 'করে', 'মুঠোফোনে', 'প্রথম', 'আলোকে', 'বলেন', ',', '‘যেখানে', 'দেশের', 'মোট', 'ভোটারের', 'অর্ধেকের', 'বেশি', 'ভোটাধিকার', 'প্রয়োগ', 'করতে', 'পারছেন', 'না', ',', 'সেখানে', 'নির্বাচনে', 'প্রার্থী', 'হওয়াটা', 'আমার', 'কাছে', 'ভালো', 'লাগেনি', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'অবস্থায়', 'আমি', 'কোনো', 'ভোটারের', 'কাছে', 'ভোটও', 'চাইনি।’', 'কুমিল্লা', 'সরকারি', 'কলেজের', 'সদ্য', 'বিদায়ী', 'অধ্যক্ষ', 'জিয়া', 'উদিদন', 'আহমদের', 'বিরুদ্ধে', 'নারী', 'সহকর্মীদের', 'সঙ্গে', 'অসদাচরণ', ',', 'কলেজ', 'তহবিলের', 'টাকা', 'নয়-ছয়', ',', 'পুকুরের', 'মাছ', 'বিক্রি', 'এবং', 'কর্মচারী', 'নিয়োগে', 'স্বজনপ্রীতি', 'ও', 'অনিয়মের', 'অভিযোগ', 'পাওয়া', 'গেছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
